"OmniMap_IDX","Resource","ResourceDiseaseID","ResourceDiseaseName","Skip_Flag","Bypass_Flag","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","Receptors","ReceptorsStatus"
955,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1328","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Giant cell tumor",,
956,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors",,
957,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1376","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Osteosarcoma",,
958,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2261","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Angiosarcoma",,
959,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2298","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Fibrosarcoma",,
960,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2319","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Leiomyosarcoma",,
961,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2324","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma",,
962,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2326","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant peripheral nerve sheath tumor",,
963,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2373","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Rhabdomyosarcoma",,
964,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2386","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / SyNvial sarcoma",,
965,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-2314","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Kaposi sarcoma",,
966,"JAX",8533,"hypopharynx cancer",-1,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-2322","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Liposarcoma",,
967,"JAX",10153,"ileum cancer",-1,0,,,,,,,
968,"JAX",10000005,"Indication other than cancer",0,-1,,,,,,,
969,"JAX",4660,"indolent systemic mastocytosis",0,-1,,,,,,,
970,"JAX",50620,"infiltrating renal pelvis transitional cell carcinoma",-1,0,,,,,,,
971,"JAX",6845,"infiltrating ureter transitional cell carcinoma",0,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-1024","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3",,
972,"JAX",6845,"infiltrating ureter transitional cell carcinoma",0,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-2073","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / High Grade",,
973,"JAX",6845,"infiltrating ureter transitional cell carcinoma",0,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-2075","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / Low Grade",,
974,"JAX",6263,"inflammatory breast carcinoma",0,0,"OmniDx_0001","Breast Cancer","Solid Tumor","MD-0343","Breast / Epithelial tumors / Inflammatory carcinoma",,
975,"JAX",6263,"inflammatory breast carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0344","Breast / Mesenchymal tumors / Inflammatory myofibroblastic tumor",,
976,"JAX",50905,"inflammatory myofibroblastic tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0344","Breast / Mesenchymal tumors / Inflammatory myofibroblastic tumor",,
977,"JAX",50905,"inflammatory myofibroblastic tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0585","Lung / Mesenchymal / Inflammatory myofibroblastic tumor",,
978,"JAX",50905,"inflammatory myofibroblastic tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1777","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Inflammatory myofibroblastic tumour",,
979,"JAX",50905,"inflammatory myofibroblastic tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1808","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Myxoinflammatory",,
980,"JAX",50905,"inflammatory myofibroblastic tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2532","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Myxoinflammatory / fibroblastic sarcoma",,
981,"JAX",3892,"insulinoma",-1,0,,,,,,,
982,"JAX",7848,"interdigitating dendritic cell sarcoma",-1,0,,,,,,,
983,"JAX",4928,"intrahepatic cholangiocarcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1452","Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma",,
984,"JAX",4653,"intraocular retinoblastoma",-1,0,,,,,,,
985,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0043","Bladder / Urothelial tumor",,
986,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0276","Bladder / Urothelial tumor / Giant cell",,
987,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma",,
988,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1076","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade",,
989,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1078","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade",,
990,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1080","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic",,
991,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1082","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Nested",,
992,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1090","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation",,
993,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1091","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation",,
994,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1092","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation",,
995,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0281","Bladder / Urothelial tumor / Lymphoepithelioma-like",,
996,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1079","Bladder / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like",,
997,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1086","Bladder / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid",,
998,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0286","Bladder / Urothelial tumor / Micropapillary",,
999,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0294","Bladder / Urothelial tumor / Sarcomatoid",,
1000,"JAX",6477,"invasive bladder transitional cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0298","Bladder / Urothelial tumor / Undifferentiated",,
1001,"JAX",3008,"invasive ductal carcinoma",0,0,"OmniDx_0001","Breast Cancer","Solid Tumor","MD-0348","Breast / Epithelial tumors / Invasive ductal carcinoma, NOS",,
1002,"JAX",3457,"invasive lobular carcinoma",0,0,"OmniDx_0001","Breast Cancer","Solid Tumor","MD-0349","Breast / Epithelial tumors / Invasive lobular carcinoma",,
1003,"JAX",1799,"islet cell tumor",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0155","Pancreatic (Endocrine) / Well-differentiated endocrine carcinoma",,
1004,"JAX",1799,"islet cell tumor",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0156","Pancreatic (Endocrine) / Well-differentiated endocrine tumor",,
1005,"JAX",50926,"jejunal adenocarcinoma",-1,0,,,,,,,
1006,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-0301","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours",,
1007,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1094","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Anaplastic astrocytoma",,
1008,"JAX",3079,"juvenile astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1110","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma",,
1009,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1111","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1",,
1010,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1121","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma",,
1011,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1145","Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Oligoastrocytoma",,
1012,"JAX",3079,"juvenile astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1152","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma",,
1013,"JAX",3079,"juvenile astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1156","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pleomorphic xanthoastrocytoma",,
1014,"JAX",3079,"juvenile astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1160","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Subependymal giant cell astrocytoma",,
1015,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2151","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Fibrillary astrocytoma",,
1016,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2154","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Gemistocytic astrocytoma",,
1017,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2155","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Giant cell glioblastoma",,
1018,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2156","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma",,
1019,"JAX",3079,"juvenile astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2167","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Protoplasmic astrocytoma",,
1020,"JAX",50458,"juvenile myelomonocytic leukemia",0,-1,,,,,,,
1021,"JAX",6811,"juvenile pilocytic astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1152","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma",,
1022,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1335","Head & Neck / Oral Cavity and Oropharynx / Soft tissue tumors / Kaposi sarcoma",,
1023,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1785","Soft Tissue / Vascular Tumours / Intermediate (locally aggressive) / Kaposiform haemangioendothelioma",,
1024,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-0410","Colorectal / Non-epithelial tumors / Kaposi sarcoma",,
1025,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-0455","Head & Neck / Nasopharynx / Benign epithelial tumors",,
1026,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-0560","Liver / Miscellaneous Tumors / Kaposi sarcoma",,
1027,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-0867","Stomach / Non-epithelial tumors / Kaposi sarcoma",,
1028,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-0972","Small Intestine / Non-epithelial tumors / Kaposi sarcoma",,
1029,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1008","Appendix / Non-epithelial tumors / Kaposi sarcoma",,
1030,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1067","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Kaposi sarcoma 9140|3",,
1031,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1128","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Kaposi sarcoma",,
1032,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1784","Soft Tissue / Vascular Tumours / Intermediate (rarely metastasizing) / Kaposi sarcoma",,
1033,"JAX",8632,"Kaposi's sarcoma",0,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-2314","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Kaposi sarcoma",,
1034,"JAX",3149,"keratoacanthoma",-1,0,,,,,,,
1035,"JAX",8411,"kidney angiomyolipoma",0,0,,,,"MD-0501","Kidney / Mesenchymal Tumor / Angiomyolipoma",,
1036,"JAX",8411,"kidney angiomyolipoma",0,0,"OmniDx_0046","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-1417","Kidney / Mesenchymal Tumor / Angiomyolipoma / Epitheloid angiomyolipoma",,
1037,"JAX",4880,"kidney clear cell sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0509","Kidney / Mesenchymal Tumor / Clear cell sarcoma",,
1038,"JAX",3674,"kidney rhabdoid cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0544","Kidney / Mesenchymal Tumor / Rhabdoid tumor",,
1039,"JAX",3674,"kidney rhabdoid cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0545","Kidney / Mesenchymal Tumor / Rhabdomyosarcoma",,
1040,"JAX",4927,"Klatskin's tumor",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1452","Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma",,
1041,"JAX",3857,"large cell medulloblastoma",0,0,,,,"MD-2157","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma / Large cell medulloblastoma",,
1042,"JAX",50872,"large cell neuroendocrine carcinoma",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0697","Ovary / Miscellaneous tumors / Large cell neuroendocrine carcinoma",,
1043,"JAX",50872,"large cell neuroendocrine carcinoma",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1182","Breast / Epithelial tumors / Neuroendocrine tumors / Large cell neuroendocrine carcinoma",,
1044,"JAX",50872,"large cell neuroendocrine carcinoma",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2748","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine carcinoma / Large cell",,
1045,"JAX",50872,"large cell neuroendocrine carcinoma",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2198","Cervical / Epithelial tumors / Other epithelial tumors / Neuroendocrine tumors / Large cell neuroendocrine carcinoma",,
1046,"JAX",50872,"large cell neuroendocrine carcinoma",0,0,"OmniDx_0037","Gallbladder Cancer","Solid Tumor","MD-2132","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Large cell neuroendocrine carcinoma 8013|3",,
1047,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2735","Anus / Epithelial tumors / Carcinoma",,
1048,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2739","Anus / Epithelial tumors / Carcinoma / Paget disease",,
1049,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2740","Anus / Epithelial tumors / Carcinoma / Squamous cell carcinoma",,
1050,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2741","Anus / Epithelial tumors / Carcinoma / Verrucous carcinoma",,
1051,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2742","Anus / Epithelial tumors / Carcinoma / Undifferentiated carcinoma",,
1052,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2743","Anus / Epithelial tumors / Carcinoma / Adenocarcinoma",,
1053,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2744","Anus / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma",,
1054,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2750","Anus / Epithelial tumors / Neuroendocrine neoplasms / Mixed adenoneuroendocrine carcinoma",,
1055,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2751","Anus / Mesenchymal tumors / non-lipomatous sarcomas",,
1056,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2752","Anus / Mesenchymal tumors / lipomatous sarcomas",,
1057,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2751","Anus / Mesenchymal tumors / non-lipomatous sarcomas",,
1058,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2752","Anus / Mesenchymal tumors / lipomatous sarcomas",,
1059,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2736","Anus / Epithelial tumors / Neuroendocrine neoplasms",,
1060,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2737","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine carcinoma",,
1061,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2745","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine tumor",,
1062,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2746","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine tumor (G1, carcinoid)",,
1063,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2747","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine tumor (G2)",,
1064,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2748","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine carcinoma / Large cell",,
1065,"JAX",5672,"large intestine cancer",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2749","Anus / Epithelial tumors / Neuroendocrine neoplasms / Neuroendcrine carcinoma / Small cell",,
1066,"JAX",2600,"laryngeal carcinoma",0,0,,,,"MD-0085","Head & Neck / Hypopharynx, Larynx, and Trachea",,
1067,"JAX",2600,"laryngeal carcinoma",0,0,,,,"MD-0492","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors",,
1068,"JAX",2600,"laryngeal carcinoma",0,0,,,,"MD-0495","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage",,
1069,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0479","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors",,
1070,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1327","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Giant cell carcinoma",,
1071,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1340","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Lymphoepithelial carcinoma",,
1072,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1343","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor",,
1073,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma",,
1074,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2231","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma",,
1075,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2237","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / AdeNid carcinoma",,
1076,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2243","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / AdeNsquamous carcinoma",,
1077,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2266","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Basal squamous cell carcinoma",,
1078,"JAX",2600,"laryngeal carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2332","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / Mucoepidermoid",,
1079,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2361","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma",,
1080,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2381","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,
1081,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2389","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,
1082,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0005","Melanoma","Solid Tumor","MD-0484","Head & Neck / Hypopharynx, Larynx, and Trachea / Mucosal melanoma",,
1083,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0488","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors",,
1084,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1284","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Atypical carcinoid",,
1085,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1295","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Combined small carcinoma, neuroendocrine type",,
1086,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1406","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type",,
1087,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1414","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Typical carcinoid",,
1088,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1292","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Chondroma",,
1089,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1293","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Chondrosarcoma",,
1090,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1328","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Giant cell tumor",,
1091,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors",,
